Fecha_emision;Numero;Codigo_articulo;Articulo;Presentacion;Precio_UNitario_con_iva
22/3/2023;705;202;Fenolico Industrial 1,22 x 2,44 mts x un;Unidad;14.027,99
22/3/2023;705;1388;"Tabla de Saligna de 1""x6"" x mts";mts;243,5256897
22/3/2023;705;710;Tirante de madera Varios x mts;mts;316,7647657
22/3/2023;707;1797;"Caño Epoxi p/ gas de 1-1/2"" x 6,4mts";Unidad;20.006,23
22/3/2023;707;1798;"Epoxi Tee HHH ?1"""" 1/2""""";Unidad;1.851,67
22/3/2023;707;1799;"Epoxi Buje Reduccion ?1"" 1/2"""" x 3/4""";Unidad;755,3133651
22/3/2023;707;1800;Gas Llave de Paso Candado Ø3/4;Unidad;5.987,40
22/3/2023;707;1801;Gas Cinta Polyguard x 10 mts;Unidad;1.900,14
22/3/2023;707;1802;"PP Adaptador p/ Tanque Ø1"" 1/2""";Unidad;840,4619778
22/3/2023;707;1803;"PPN Entrerrosca ?1"""" 1/2""""";Unidad;175,0513421
22/3/2023;707;1308;"PPN Entrerrosca ?1"""" """;Unidad;72,03938299
22/3/2023;707;1318;"PPN Union Doble ?1"""" """;Unidad;368,4628579
22/3/2023;707;1804;"Valvula Esferica ?1""""1/2""";Unidad;9.386,98
22/3/2023;707;1374;"Valvula Esferica ?1"""" """;Unidad;3.751,22
22/3/2023;707;1368;Trabasil Rojo x 280 cc;Unidad;1.895,34
22/3/2023;707;1368;Trabasil Rojo x 280 cc;Unidad;16.202,73
22/3/2023;707;1699;PVC Tubo cloaca 110 x 4 mts;Unidad;3.193,55
22/3/2023;708;1261;Latex Interior Color x 10 lts ;Unidad;16.886,69
22/3/2023;709;639;Revestimiento Texturado Color x 27 kg;Unidad;17.116,65
22/3/2023;709;639;Revestimiento Texturado Color x 27 kg;Unidad;17.116,63
22/3/2023;709;639;Revestimiento Texturado Color x 27 kg;Unidad;17.116,60
22/3/2023;709;1261;Latex Interior Color x 10 lts ;Unidad;10.887,81
22/3/2023;710;349;Lija al Agua x un;Unidad;165,7495569
22/3/2023;710;647;Rodillos Nro 22;Unidad;2.751,81
22/3/2023;710;537;Pincel nº15 x un;Unidad;891,8288717
22/3/2023;710;220;Fratacho de Piedra F M G;Unidad;766,9974545
21/3/2023;703;442;Pegamento p/ Porcelanato x 30 kg;Unidad;3.077,91
21/3/2023;704;1578;Aditivo Ligante x 5 lts;Unidad;7.356,81
21/3/2023;704;381;Masilla LPU Balde x 32 kg;Unidad;7.583,30
21/3/2023;706;18;Alambre Negro nº 9 x kg;Kilos;1.054,99
20/3/2023;693;116;Cemento Normal x 50 kg;Unidad;1.790,28
20/3/2023;694;116;Cemento Normal x 50 kg;Unidad;1.790,27
20/3/2023;695;205;Fijador x 20 lts;Unidad;14.617,28
20/3/2023;695;133;Cinta Enmascarar Nro 36;Unidad;1.317,18
20/3/2023;695;177;Esmalte Sintéctico Satin x 1 lts;Unidad;3.153,08
20/3/2023;695;333;Latex Exterior Bco x 20 lts;Unidad;35.462,87
20/3/2023;695;337;Latex Exterior Color x 20 lts;Unidad;84.924,46
20/3/2023;695;205;Fijador x 20 lts;Unidad;16.078,89
20/3/2023;695;349;Lija al Agua x un;Unidad;232,8971043
20/3/2023;695;706;Thiner x 5lts;Unidad;5.714,50
20/3/2023;695;647;Rodillos Nro 22;Unidad;2.396,10
20/3/2023;695;538;Pincel nº20 x un;Unidad;839,2319027
20/3/2023;695;407;Membrana Liquida Fibrada x 20 lts;Unidad;35.462,51
20/3/2023;695;791;Venda Elastica 10 x 25 mts p/ Membrana x un;Unidad;498,2163283
20/3/2023;695;220;Fratacho de Piedra F M G;Unidad;1.002,18
20/3/2023;695;1789;DESCUENTO;Unidad;-22.276,15
20/3/2023;695;1789;DESCUENTO;Unidad;-5.661,45
20/3/2023;695;1789;DESCUENTO;Unidad;-65.999,85
20/3/2023;696;658;Solera Galva 35x30x2600mm x un;Unidad;1.096,58
20/3/2023;696;419;Montante Galva 34x35x2600mm x un;Unidad;1.270,39
20/3/2023;696;560;Placa de Yeso STD 1200x2400x12,5 x un;Unidad;3.896,09
20/3/2023;696;723;Tornillo T1 Pta Aguja x un;Unidad;6,811338629
20/3/2023;696;692;Tarugo Nro 6 c/ Tope;Unidad;3,8528729
20/3/2023;696;719;Tornillo T/mittofix 4,5x45mm x un;Unidad;14,89054616
20/3/2023;696;726;Tornillo T2 Pta Mecha x un;Unidad;10,43811051
20/3/2023;696;1789;DESCUENTO;Unidad;-83.810,55
20/3/2023;697;445;"Perfil Angulo 1 1/2"" x 1/8"" (38,1x3,2) x mts";mts;871,3831669
20/3/2023;697;733;Tubo Estructural Cuad 30 x 30 x mts;mts;907,4138929
20/3/2023;697;763;Tubo Estructural Rect 60 x 20 x mts;mts;1.221,95
20/3/2023;697;749;Tubo Estructural Rect 20x10 x mts;mts;330,4002105
20/3/2023;697;504;"Perfil Planchuela 2"" x 3/16"" (50,8x4,8) x mts";mts;882,9563526
20/3/2023;697;299;Hierro Nerv Ø20mm x 12 mts;Unidad;6.436,37
20/3/2023;697;759;Tubo Estructural Rect 50 x 20 x mts;mts;1.062,13
20/3/2023;697;734;Tubo Estructural Cuad 40 x 40 x mts;mts;1.221,94
20/3/2023;697;732;Tubo Estructural Cuad 20 x 20 x mts;mts;611,0532448
20/3/2023;697;158;Disco Corte Plano Ø115mm;Unidad;343,8035786
20/3/2023;697;159;Disco Desbaste Ø115mm;Unidad;392,3856743
20/3/2023;697;161;Electrodo Pta Azul 2,5mm x kg;Kilos;1.651,19
20/3/2023;697;161;Electrodo Pta Azul 2,5mm x kg;Kilos;1.651,18
20/3/2023;697;1503;Disco Flap de Fibra p/ Desbaste;Unidad;455,5617434
20/3/2023;697;1794;Chapa Negra Lisa  Nº18 1.22 x 2.44mts x un;Unidad;16.402,01
20/3/2023;698;157;Disco Corte Chapa Ø115mm;Unidad;343,8006725
20/3/2023;698;445;"Perfil Angulo 1 1/2"" x 1/8"" (38,1x3,2) x mts";mts;871,3634484
20/3/2023;698;453;"Perfil Angulo 1"" x 1/8"" (25,4x3,2) x mts";mts;557,9914464
20/3/2023;698;1796;"Perfil Planchuela 7/8"" x 3/16"" (22,2x4,8) x mts";mts;458,4579384
20/3/2023;698;504;"Perfil Planchuela 2"" x 3/16"" (50,8x4,8) x mts";mts;932,0798721
20/3/2023;699;699;Telgopor Molido x 80 lts;Unidad;1.647,34
20/3/2023;700;353;Listones de madera x mts;mts;147,3475233
20/3/2023;701;140;"Clavo Pta Paris 2 1/2"" x kg";Kilos;832,9172745
20/3/2023;702;140;"Clavo Pta Paris 2 1/2"" x kg";Kilos;832,9161129
16/3/2023;692;302;Hierro Nerv Ø6mm x 12 mts;Unidad;1.212,32
15/3/2023;689;41;Baldosa Granitica 40 x 40 x un;Unidad;773,4031021
15/3/2023;689;40;Baldosa Colonial 40 x 40 x un;Unidad;721,8130617
15/3/2023;690;819;Zocalo de PVC x mts;mts;1.094,60
15/3/2023;690;1795;Clip Fijación p/ Zócalo;Unidad;49,47573407
15/3/2023;691;33;Arena x m3;metro 3;3.805,52
14/3/2023;685;33;Arena x m3;metro 3;3.210,90
14/3/2023;686;33;Arena x m3;metro 3;3.210,90
14/3/2023;687;33;Arena x m3;metro 3;3.210,89
14/3/2023;687;101;Canto Rodado 1-2 x m3;metro 3;16.649,05
14/3/2023;688;33;Arena x m3;metro 3;3.210,88
13/3/2023;683;302;Hierro Nerv Ø6mm x 12 mts;Unidad;1.353,96
13/3/2023;683;303;Hierro Nerv Ø8mm x 12 mts;Unidad;2.206,16
13/3/2023;683;296;Hierro Nerv Ø10mm x 12 mts;Unidad;3.444,20
13/3/2023;683;298;Hierro Nerv Ø16mm x 12 mts;Unidad;9.079,85
13/3/2023;683;297;Hierro Nerv Ø12mm x 12 mts;Unidad;5.095,28
13/3/2023;683;299;Hierro Nerv Ø20mm x 12 mts;Unidad;13.484,65
13/3/2023;683;300;Hierro Nerv Ø25mm x 12 mts;Unidad;22.124,85
13/3/2023;684;416;Moldura Techo de Polifan 2 x 5 cm x 1,20mts;Unidad;226,0566957
10/3/2023;681;1414;Poste Olímpico de Hormigón x un;Unidad;8.012,25
10/3/2023;681;1792;Poste Olímpico de Hormigón Esquinero x un;Unidad;13.081,20
10/3/2023;681;213;Flete;Unidad;14.270,38
10/3/2023;682;22;Alambre Romboidal 2,00 mts ancho x 10 mts;Unidad;14.798,10
10/3/2023;682;13;Alambre Galvanizado nº 12 x kg;Kilos;1.278,31
10/3/2023;682;1793;Alambre de Puas x mts;mts;97,97577258
9/3/2023;680;673;Tanque de Agua;Unidad;36.078,13
8/3/2023;679;101;Canto Rodado 1-2 x m3;metro 3;18.135,15
7/3/2023;676;202;Fenolico Industrial 1,22 x 2,44 mts x un;Unidad;14.025,84
7/3/2023;676;1388;"Tabla de Saligna de 1""x6"" x mts";mts;243,488472
7/3/2023;677;116;Cemento Normal x 50 kg;Unidad;1.803,19
7/3/2023;677;213;Flete;Unidad;4.162,14
7/3/2023;678;1414;Poste Olímpico de Hormigón x un;Unidad;3.386,49
7/3/2023;678;1414;Poste Olímpico de Hormigón x un;Unidad;3.870,23
7/3/2023;678;213;Flete;Unidad;2.378,36
6/3/2023;675;33;Arena x m3;metro 3;3.210,78
1/3/2023;673;386;Masilla Secado Rápido Bolsa x 25 kg;Unidad;10.821,49
1/3/2023;673;725;Tornillo T2 Pta Aguja x un;Unidad;5,562582686
1/3/2023;673;723;Tornillo T1 Pta Aguja x un;Unidad;6,830370614
1/3/2023;673;1789;DESCUENTO;Unidad;-20.637,59
1/3/2023;674;116;Cemento Normal x 50 kg;Unidad;1.790,00
28/2/2023;672;110;Caño PVC Ø110 x 3,2 x 4mts;Unidad;3.733,08
27/2/2023;669;1670;Tornillo T1 Pta Mecha c/ Alas x un;Unidad;14,3387874
27/2/2023;670;550;Pintura Asfaltica x 200 lts;Unidad;110.772,13
27/2/2023;671;307;Hormigon H21 x m3;metro 3;34.223,15
23/2/2023;668;33;Arena x m3;metro 3;3.210,74
22/2/2023;667;419;Montante Galva 34x35x2600mm x un;Unidad;1.245,35
22/2/2023;667;658;Solera Galva 35x30x2600mm x un;Unidad;1.074,96
22/2/2023;667;659;Solera Galva 70x28x2600mm x un;Unidad;1.479,74
22/2/2023;667;560;Placa de Yeso STD 1200x2400x12,5 x un;Unidad;3.674,57
22/2/2023;667;559;Placa de Yeso RH  1200x2400x12,5 x un;Unidad;6.409,01
22/2/2023;667;692;Tarugo Nro 6 c/ Tope;Unidad;3,842630972
22/2/2023;667;725;Tornillo T2 Pta Aguja x un;Unidad;5,562471212
22/2/2023;667;721;Tornillo T/mittofix 5x45mm x un;Unidad;14,88892705
22/2/2023;667;723;Tornillo T1 Pta Aguja x un;Unidad;6,810569491
22/2/2023;667;381;Masilla LPU Balde x 32 kg;Unidad;9.822,64
22/2/2023;667;135;Cinta Microperf Nacional x 150 m;Unidad;3.073,13
22/2/2023;667;1789;DESCUENTO;Unidad;-180.908,43
17/2/2023;664;158;Disco Corte Plano Ø115mm;Unidad;173,3688618
17/2/2023;664;1478;Disco de Corte Diamantado Segmentado 115mm;Unidad;1.099,05
17/2/2023;664;1405;Disco de Corte Diamantado Segmentado 175mm;Unidad;2.669,77
17/2/2023;664;290;Herramienta Manual al 10,5%;Unidad;47.912,37
17/2/2023;664;291;Herramienta Manual al 21%;Unidad;5.234,23
17/2/2023;664;291;Herramienta Manual al 21%;Unidad;8.870,23
17/2/2023;664;1506;Fratacho Plástico 30cm;Unidad;427,0848893
17/2/2023;664;1170;Fratacho Fieltro ;Unidad;436,5580578
17/2/2023;664;158;Disco Corte Plano Ø115mm;Unidad;95,97542677
17/2/2023;664;281;Guantes de Algodón Moteados;Unidad;209,1388884
17/2/2023;666;1048;PVC Tubo ?110 3,2 Awaduct;Unidad;3.981,82
17/2/2023;666;1052;PVC Tubo ?50 3,2 Awaduct;Unidad;1.731,02
17/2/2023;666;1051;PVC Tubo ?40 3,2 Awaduct;Unidad;1.418,27
17/2/2023;666;1011;PVC Codo a 90? MH ?110 3,2 Awaduct;Unidad;482,0262095
17/2/2023;666;1054;PVC Tubo ?63 3,2 Awaduct;Unidad;2.164,02
17/2/2023;666;1014;PVC Codo a 90? MH ?63 3,2 Awaduct;Unidad;223,0233912
17/2/2023;666;1013;PVC Codo a 90? MH ?50 3,2 Awaduct;Unidad;136,6893591
17/2/2023;666;1012;PVC Codo a 90? MH ?40 3,2 Awaduct;Unidad;103,9541421
17/2/2023;666;1002;PVC Codo a 45? MH ?110 3,2 Awaduct;Unidad;446,0450441
17/2/2023;666;1005;PVC Codo a 45? MH ?63 3,2 Awaduct;Unidad;208,6251424
17/2/2023;666;1004;PVC Codo a 45? MH ?50 3,2 Awaduct;Unidad;129,4950276
17/2/2023;666;1003;PVC Codo a 45? MH ?40 3,2 Awaduct;Unidad;93,52679538
17/2/2023;666;1444;PVC Cupla Ø110;Unidad;460,4299413
17/2/2023;666;1445;PVC Cupla Ø63;Unidad;223,021079
17/2/2023;666;1446;PVC Cupla Ø50;Unidad;165,4622834
17/2/2023;666;1447;PVC Cupla Ø40;Unidad;143,8813428
17/2/2023;666;1031;PVC Ramal 90? MH ?110 x ?110 3,2 Awaduct;Unidad;1.021,60
17/2/2023;666;1032;PVC Ramal 90? MH ?110 x ?63 3,2 Awaduct;Unidad;726,6180731
17/2/2023;666;931;PVC Ramal Y MH ?63 3,2 Awaduct;Unidad;503,6073236
17/2/2023;666;1712;PVC Boca Acceso Horiz. 110 x 63 x (2x50) Baja;Unidad;938,8649078
17/2/2023;666;1646;PVC CODO 90 C/ ACOM. 110 X 63;Unidad;1.007,21
17/2/2023;666;1647;PVC Pileta de Patio 5 x 40 Baja Perf.;Unidad;1.500,02
17/2/2023;666;995;PVC Caño Camara 110 3,2 Awaduct;Unidad;874,1098694
17/2/2023;666;1541;Fusion reduccion exc MH 63X50;Unidad;122,2993592
17/2/2023;666;932;Solucion Lubricante x 250cc ;Unidad;773,379081
17/2/2023;666;97;Camara Inspeccion PVC 60 x 60 Completa;Unidad;9.741,84
17/2/2023;666;1791;Aro p/ Camara Inspeccion PVC;Unidad;1.852,39
16/2/2023;660;133;Cinta Enmascarar Nro 36;Unidad;1.053,53
16/2/2023;660;647;Rodillos Nro 22;Unidad;1.502,71
16/2/2023;660;647;Rodillos Nro 22;Unidad;865,5524716
16/2/2023;663;307;Hormigon H21 x m3;metro 3;39.477,43
16/2/2023;662;365;Malla Sima Soldada Ø5mm 2,40 x 6,00 mts 15 x 15;Unidad;16.065,00
16/2/2023;662;116;Cemento Normal x 50 kg;Unidad;1.800,39
15/2/2023;656;302;Hierro Nerv Ø6mm x 12 mts;Unidad;1.320,68
15/2/2023;656;296;Hierro Nerv Ø10mm x 12 mts;Unidad;3.359,42
15/2/2023;656;297;Hierro Nerv Ø12mm x 12 mts;Unidad;4.969,88
15/2/2023;656;298;Hierro Nerv Ø16mm x 12 mts;Unidad;8.386,86
15/2/2023;657;296;Hierro Nerv Ø10mm x 12 mts;Unidad;2.922,52
15/2/2023;657;302;Hierro Nerv Ø6mm x 12 mts;Unidad;1.148,92
15/2/2023;658;814;Yeso Monocapa Manual x 25kg;Unidad;1.503,04
15/2/2023;658;1563;Yeso Tradicional x 40 kg;Unidad;1.695,98
15/2/2023;659;1790;Bomba Presurizadora Varias;Unidad;320.162,25
14/2/2023;651;639;Revestimiento Texturado Color x 27 kg;Unidad;15.993,36
14/2/2023;651;180;Esmalte Sintéctico Satin x 4 lts;Unidad;6.621,40
14/2/2023;651;177;Esmalte Sintéctico Satin x 1 lts;Unidad;2.555,00
14/2/2023;651;11;Aguarras x 5 lts;Unidad;2.629,68
14/2/2023;653;349;Lija al Agua x un;Unidad;3.448,44
14/2/2023;653;380;Masilla LPU Balde x 18 kg;Unidad;46,80547689
14/2/2023;654;17;Alambre Negro nº 16 x kg;Kilos;1.017,44
14/2/2023;654;18;Alambre Negro nº 9 x kg;Kilos;973,6851304
14/2/2023;654;141;"Clavo Pta Paris 2"" x kg";Kilos;940,2333067
14/2/2023;654;140;"Clavo Pta Paris 2 1/2"" x kg";Kilos;896,01135
14/2/2023;655;141;"Clavo Pta Paris 2"" x kg";Kilos;1.070,83
14/2/2023;655;140;"Clavo Pta Paris 2 1/2"" x kg";Kilos;1.019,97
14/2/2023;655;1398;Disco Sierra Widia Ø180mm 40 Dientes;Unidad;2.758,66
14/2/2023;655;1389;Disco Corte Plano Ø180mm;Unidad;551,9315964
13/2/2023;647;320;Ladrillo Comun x un;Unidad;28,49766125
13/2/2023;648;116;Cemento Normal x 50 kg;Unidad;1.696,55
13/2/2023;649;1095;Calefon Tiro Natural;Unidad;245.124,72
13/2/2023;649;95;Calefon Tiro Balanceado;Unidad;52.837,46
13/2/2023;650;17;Alambre Negro nº 16 x kg;Kilos;1.197,40
13/2/2023;652;133;Cinta Enmascarar Nro 36;Unidad;707,759602
13/2/2023;652;1262;Latex Interior Color x 20 lts ;Unidad;22.957,15
9/2/2023;640;1262;Latex Interior Color x 20 lts ;Unidad;18.586,20
9/2/2023;640;343;Latex Interior Lavable x 20 lts;Unidad;27.615,93
9/2/2023;642;342;Latex Interior Bco x 20 lts;Unidad;16.882,22
9/2/2023;643;291;Herramienta Manual al 21%;Unidad;982,3710334
9/2/2023;643;291;Herramienta Manual al 21%;Unidad;1.127,38
9/2/2023;643;291;Herramienta Manual al 21%;Unidad;1.518,95
9/2/2023;644;17;Alambre Negro nº 16 x kg;Kilos;1.290,84
9/2/2023;644;1422;Balde Plástico albañil c/ manija;Unidad;514,56061
9/2/2023;665;288;Herramienta Electrica al 10,5%;Unidad;39.063,44
8/2/2023;639;116;Cemento Normal x 50 kg;Unidad;1.832,68
8/2/2023;639;115;Cemento Albañilería x 40 kg;Unidad;1.590,95
8/2/2023;641;204;Fijador x 10 lts;Unidad;5.741,67
6/2/2023;645;320;Ladrillo Comun x un;Unidad;34,48136395
2/2/2023;638;33;Arena x m3;metro 3;3.210,33
31/1/2023;637;18;Alambre Negro nº 9 x kg;Kilos;744,7032763
30/1/2023;636;1682;Malla de Fibra 150gr;Unidad;12.770,86
30/1/2023;636;439;Pegamento HCCA p/ Bloques x 30 kg;Unidad;2.302,51
27/1/2023;629;33;Arena x m3;metro 3;3.210,31
27/1/2023;630;1783;"Manguera Polietileno 1/2"" negra x mts";Unidad;55,10689011
27/1/2023;630;1157;"Espiga Polietileno Tee ?3/4"""" x un""";Unidad;93,75431543
27/1/2023;630;1097;"Canilla Plástica Pico Manguera 1/2""""  """;Unidad;359,0193394
27/1/2023;630;1786;"Espiga Polietileno Tee ?1/2"""" x un""";Unidad;62,17190198
27/1/2023;630;1787;"Valvula Esferica ?1/2""""";Unidad;399,120134
27/1/2023;630;195;"Espiga c/ Rosca Macho Polietileno 1/2"" x un";Unidad;22,64006888
27/1/2023;630;194;"Espiga c/ Rosca Hembra Polietileno 1/2"" x un";Unidad;47,82512247
27/1/2023;630;1456;PVC Codo a 90° Ø40 3.2;Unidad;79,48570968
27/1/2023;630;111;Caño PVC Ø40 x 3,2 x 4mts;Unidad;1.339,34
27/1/2023;630;1486;Sopapa p/ Lavatorio Ø40mm c/ Rosca;Unidad;300,9817556
27/1/2023;631;292;Hidrofugo Cerecita x 1 kg;Unidad;273,202275
27/1/2023;632;401;Membrana Asfaltica Autoadhesiva x mts;mts;390,3713173
27/1/2023;632;176;Esmalte Sintéctico Brillante x 4 lts;Unidad;12.452,65
27/1/2023;633;442;Pegamento p/ Porcelanato x 30 kg;Unidad;6.120,20
27/1/2023;634;691;Tarugo Nro 6;Unidad;3,576777708
27/1/2023;634;719;Tornillo T/mittofix 4,5x45mm x un;Unidad;8,843670554
27/1/2023;635;442;Pegamento p/ Porcelanato x 30 kg;Unidad;3.077,02
27/1/2023;635;116;Cemento Normal x 50 kg;Unidad;1.617,19
27/1/2023;635;88;Cal Hidratada x 25 kg;Unidad;844,2923733
26/1/2023;626;381;Masilla LPU Balde x 32 kg;Unidad;6.560,33
26/1/2023;627;7;Aditivo SikaCim Ligante x 20 lts;Unidad;28.370,36
26/1/2023;628;349;Lija al Agua x un;Unidad;205,2896018
26/1/2023;628;205;Fijador x 20 lts;Unidad;14.613,08
26/1/2023;628;791;Venda Elastica 10 x 25 mts p/ Membrana x un;Unidad;905,5930486
26/1/2023;628;407;Membrana Liquida Fibrada x 20 lts;Unidad;32.229,78
26/1/2023;628;132;Cinta Enmascarar Nro 24;Unidad;828,1998764
23/1/2023;625;17;Alambre Negro nº 16 x kg;Kilos;1.002,79
20/1/2023;619;116;Cemento Normal x 50 kg;Unidad;1.800,27
20/1/2023;621;307;Hormigon H21 x m3;metro 3;29.491,06
20/1/2023;622;320;Ladrillo Comun x un;Unidad;34,47991455
20/1/2023;623;101;Canto Rodado 1-2 x m3;metro 3;15.813,18
20/1/2023;623;33;Arena x m3;metro 3;3.210,19
19/1/2023;618;116;Cemento Normal x 50 kg;Unidad;1.617,15
19/1/2023;618;295;Hidrofugo x 200 lts;Unidad;20.885,22
19/1/2023;618;115;Cemento Albañilería x 40 kg;Unidad;1.228,26
19/1/2023;620;408;Membrana Liquida x 20 lts;Unidad;24.096,71
19/1/2023;620;650;Sellador de Silicona x 300ml;Unidad;2.308,33
19/1/2023;620;791;Venda Elastica 10 x 25 mts p/ Membrana x un;Unidad;423,1585992
18/1/2023;615;386;Masilla Secado Rápido Bolsa x 25 kg;Unidad;6.138,03
18/1/2023;615;381;Masilla LPU Balde x 32 kg;Unidad;6.138,54
18/1/2023;616;205;Fijador x 20 lts;Unidad;9.103,64
18/1/2023;616;1482;Imprégnate p/ Madera x lts;lts;2.275,91
18/1/2023;617;417;Molduras p/ Cielorraso Telgopor;Unidad;181,6235397
18/1/2023;617;213;Flete;Unidad;2.816,89
17/1/2023;610;33;Arena x m3;metro 3;3.210,14
17/1/2023;611;442;Pegamento p/ Porcelanato x 30 kg;Unidad;3.076,92
17/1/2023;612;288;Herramienta Electrica al 10,5%;Unidad;416.121,62
17/1/2023;613;647;Rodillos Nro 22;Unidad;1.979,64
17/1/2023;613;538;Pincel nº20 x un;Unidad;985,44
17/1/2023;613;349;Lija al Agua x un;Unidad;154,915244
17/1/2023;614;1762;Piedra Mora x m3;metro 3;17.627,13
16/1/2023;609;320;Ladrillo Comun x un;Unidad;35,3633559
16/1/2023;609;213;Flete;Unidad;2.377,86
13/1/2023;607;101;Canto Rodado 1-2 x m3;metro 3;3.210,11
13/1/2023;608;33;Arena x m3;metro 3;2.734,53
12/1/2023;606;381;Masilla LPU Balde x 32 kg;Unidad;5.481,26
12/1/2023;606;133;Cinta Enmascarar Nro 36;Unidad;769,3622528
11/1/2023;601;73;Buña Listel Metalico Acero Inox Brillante x un;Unidad;1.478,78
11/1/2023;602;732;Tubo Estructural Cuad 20 x 20 x mts;mts;598,9515536
11/1/2023;602;119;Cerradura Varias x un;Unidad;5.161,22
11/1/2023;602;1779;Carro c/ Rueda Acero p/ Corrediza x un;Unidad;2.067,93
11/1/2023;602;527;"Perfil Tee 7/8"" x 1/8"" (22,2x3,2) x mts";mts;591,9338854
11/1/2023;602;1780;Guia p/ Carro Galvanizada p/ Corrediza;mts;6.372,90
11/1/2023;602;754;Tubo Estructural Rect 30 x 20 x mts;mts;645,1782533
11/1/2023;603;1482;Imprégnate p/ Madera x lts;lts;9.102,04
11/1/2023;603;645;Rodillos Nro 11;Unidad;413,9086778
11/1/2023;603;220;Fratacho de Piedra F M G;Unidad;1.001,86
11/1/2023;603;12;Aguarras x 900 cc;Unidad;3.721,75
11/1/2023;604;307;Hormigon H21 x m3;metro 3;29.489,69
11/1/2023;604;213;Flete;Unidad;9.986,82
11/1/2023;605;699;Telgopor Molido x 80 lts;Unidad;1.530,63
10/1/2023;600;101;Canto Rodado 1-2 x m3;metro 3;15.693,54
9/1/2023;598;116;Cemento Normal x 50 kg;Unidad;1.802,76
9/1/2023;598;115;Cemento Albañilería x 40 kg;Unidad;1.451,01
9/1/2023;598;213;Flete;Unidad;2.377,80
9/1/2023;598;88;Cal Hidratada x 25 kg;Unidad;729,9055045
9/1/2023;599;33;Arena x m3;metro 3;3.210,02
6/1/2023;596;33;Arena x m3;metro 3;3.210,02
6/1/2023;597;639;Revestimiento Texturado Color x 27 kg;Unidad;15.881,63
6/1/2023;597;50;Base Color p/ Revestimiento x lts;lts;1.017,93
5/1/2023;595;32;Arena en Bolson x un;Unidad;7.490,02
4/1/2023;590;183;Esmalte Sintetico Mate x 4 lts;Unidad;14.853,22
4/1/2023;590;536;Pincel nº10 x un;Unidad;377,6248009
4/1/2023;590;649;Rodillos Nro 8;Unidad;166,5033345
4/1/2023;590;1708;Estopa de Lustre Bca x 300g;Unidad;382,1043832
4/1/2023;590;706;Thiner x 5lts;Unidad;3.026,95
4/1/2023;590;648;Rodillos Nro 5;Unidad;146,9696957
4/1/2023;590;536;Pincel nº10 x un;Unidad;377,6226745
4/1/2023;591;333;Latex Exterior Bco x 20 lts;Unidad;27.641,27
4/1/2023;591;1773;Latex Interior Lavable x lts;lts;1.274,97
4/1/2023;591;343;Latex Interior Lavable x 20 lts;Unidad;22.035,81
4/1/2023;591;1774;Latex Interior Lavable x 10 lts;Unidad;10.788,68
4/1/2023;591;333;Latex Exterior Bco x 20 lts;Unidad;13.422,97
4/1/2023;591;1261;Latex Interior Color x 10 lts ;Unidad;8.117,23
4/1/2023;591;1261;Latex Interior Color x 10 lts ;Unidad;7.713,92
4/1/2023;592;343;Latex Interior Lavable x 20 lts;Unidad;26.050,06
4/1/2023;593;141;"Clavo Pta Paris 2"" x kg";Kilos;894,8957068
4/1/2023;593;140;"Clavo Pta Paris 2 1/2"" x kg";Kilos;887,7320145
4/1/2023;593;17;Alambre Negro nº 16 x kg;Kilos;898,4603182
4/1/2023;593;18;Alambre Negro nº 9 x kg;Kilos;860,0520323
4/1/2023;594;39;Baldosa 30 x 30 Color x un;Unidad;439,8803514
4/1/2023;594;433;Pastina Color x kg;Kilos;416,1025729
3/1/2023;588;441;Pegamento p/ Ceramicos x 30 kg;Unidad;940,9213383
3/1/2023;589;110;Caño PVC Ø110 x 3,2 x 4mts;Unidad;4.154,94
3/1/2023;589;1436;Caño PVC Ø63 x 3,2 x 4mts;Unidad;2.258,11
3/1/2023;589;1647;PVC Pileta de Patio 5 x 40 Baja Perf.;Unidad;2.420,59
3/1/2023;589;97;Camara Inspeccion PVC 60 x 60 Completa;Unidad;7.931,79
3/1/2023;589;1749;Gas Fusion Cupla Ø50mm;Unidad;1.891,07
3/1/2023;589;611;PVC Curva a 45° Ø110 3,2 Corta;Unidad;416,2074266
3/1/2023;589;1601;Solucion Lubricante x 400cc;Unidad;721,6441856
2/1/2023;577;116;Cemento Normal x 50 kg;Unidad;1.800,11
2/1/2023;577;294;Hidrofugo x 20 lts;Unidad;3.790,08
2/1/2023;578;1761;Bloque de Cemento 19x19x39;Unidad;240,1280583
2/1/2023;579;741;Tubo Estructural Rect 100 x 50 x mts;mts;2.623,54
2/1/2023;579;730;Tubo Estructural Cuad 100 x 100 x mts;mts;3.621,41
2/1/2023;580;349;Lija al Agua x un;Unidad;92,84789991
2/1/2023;582;1762;Piedra Mora x m3;metro 3;15.589,25
2/1/2023;582;32;Arena en Bolson x un;Unidad;5.354,71
2/1/2023;583;1498;"Tubo Estructural Redondo 5/8"" (15.8)";mts;390,7753847
2/1/2023;583;1500;Cable de Acero Galva Ø mm x mts;mts;202,1029561
2/1/2023;583;158;Disco Corte Plano Ø115mm;Unidad;365,867849
2/1/2023;583;159;Disco Desbaste Ø115mm;Unidad;405,3447419
2/1/2023;583;1503;Disco Flap de Fibra p/ Desbaste;Unidad;713,0762372
